N,P,K,temperature,humidity,ph,Labelling,,
241,127,237,24,81,7.341595659,1,,
243,116,226,24,85,7.443466538,1,,
243,116,226,24,85,7.443466538,1,,
235,106,246,25,87,7.440540524,1,,
235,106,246,25,87,7.440540524,1,,
241,127,237,24,81,7.341595659,1,,
224,100,216,24,80,7.439646176,1,,
224,100,216,24,80,7.439646176,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
224,100,216,24,80,7.439646176,1,,
240,101,229,24,80,7.339380574,1,,
224,100,216,24,80,7.439646176,1,,
244,145,248,24,81,7.365171121,1,,
224,100,216,24,80,7.439646176,1,,
236,146,222,24,87,7.425134676,1,,
244,145,248,24,81,7.365171121,1,,
231,141,247,24,81,7.236116323,1,,
243,120,221,24,84,7.378904673,1,,
239,121,239,24,82,7.365605544,1,,
223,114,204,24,82,7.463329326,1,,
241,100,217,24,80,7.284899285,1,,
243,120,221,24,84,7.378904673,1,,
231,141,247,24,81,7.236116323,1,,
238,107,214,25,86,7.489811447,1,,
231,141,247,24,81,7.236116323,1,,
247,121,245,26,82,7.30474137,1,,
239,121,239,24,82,7.365605544,1,,
243,120,221,24,84,7.378904673,1,,
243,120,221,24,84,7.378904673,1,,
239,121,239,24,82,7.365605544,1,,
247,101,219,25,85,7.456265003,1,,
247,101,219,25,85,7.456265003,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
231,115,222,24,85,7.301047401,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
244,135,229,25,86,7.400592658,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
211,118,245,24,85,7.496263542,1,,
236,131,246,24,87,7.322983295,1,,
243,116,226,24,85,7.443466538,1,,
214,107,240,24,80,7.401117981,1,,
235,106,246,25,87,7.440540524,1,,
224,139,245,24,89,7.344402247,1,,
210,125,247,24,81,7.460234081,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
214,107,240,24,80,7.401117981,1,,
224,139,245,24,89,7.344402247,1,,
210,125,247,24,81,7.460234081,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
214,107,240,24,80,7.401117981,1,,
214,107,240,24,80,7.401117981,1,,
235,106,246,25,87,7.440540524,1,,
244,145,248,24,81,7.365171121,1,,
240,101,229,24,80,7.339380574,1,,
244,145,248,24,81,7.365171121,1,,
219,126,228,24,81,7.304908187,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
224,100,216,24,80,7.439646176,1,,
244,145,248,24,81,7.365171121,1,,
249,125,234,26,84,7.434740223,1,,
236,146,222,24,87,7.425134676,1,,
249,125,234,26,84,7.434740223,1,,
236,146,222,24,87,7.425134676,1,,
244,145,248,24,81,7.365171121,1,,
224,100,216,24,80,7.439646176,1,,
249,125,234,26,84,7.434740223,1,,
246,103,213,24,86,7.452995982,1,,
223,114,204,24,82,7.463329326,1,,
246,103,213,24,86,7.452995982,1,,
247,101,219,25,85,7.456265003,1,,
231,141,247,24,81,7.236116323,1,,
247,121,245,26,82,7.30474137,1,,
231,141,247,24,81,7.236116323,1,,
239,121,239,24,82,7.365605544,1,,
247,121,245,26,82,7.30474137,1,,
223,114,204,24,82,7.463329326,1,,
243,120,221,24,84,7.378904673,1,,
243,120,221,24,84,7.378904673,1,,
231,141,247,24,81,7.236116323,1,,
246,103,213,24,86,7.452995982,1,,
227,128,243,24,87,7.317308713,1,,
243,120,221,24,84,7.378904673,1,,
247,101,219,25,85,7.456265003,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
210,125,247,24,81,7.460234081,1,,
235,106,246,25,87,7.440540524,1,,
235,106,246,25,87,7.440540524,1,,
224,139,245,24,89,7.344402247,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
227,134,238,25,80,7.322563615,1,,
227,134,238,25,80,7.322563615,1,,
243,116,226,24,85,7.443466538,1,,
249,116,245,26,85,7.341189361,1,,
224,139,245,24,89,7.344402247,1,,
243,116,226,24,85,7.443466538,1,,
241,127,237,24,81,7.341595659,1,,
224,100,216,24,80,7.439646176,1,,
236,146,222,24,87,7.425134676,1,,
240,101,229,24,80,7.339380574,1,,
249,125,234,26,84,7.434740223,1,,
236,146,222,24,87,7.425134676,1,,
224,100,216,24,80,7.439646176,1,,
240,101,229,24,80,7.339380574,1,,
244,145,248,24,81,7.365171121,1,,
236,146,222,24,87,7.425134676,1,,
219,126,228,24,81,7.304908187,1,,
240,101,229,24,80,7.339380574,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
239,121,239,24,82,7.365605544,1,,
243,120,221,24,84,7.378904673,1,,
239,121,239,24,82,7.365605544,1,,
239,121,239,24,82,7.365605544,1,,
239,121,239,24,82,7.365605544,1,,
239,121,239,24,82,7.365605544,1,,
223,114,204,24,82,7.463329326,1,,
243,120,221,24,84,7.378904673,1,,
239,121,239,24,82,7.365605544,1,,
246,103,213,24,86,7.452995982,1,,
231,141,247,24,81,7.236116323,1,,
231,141,247,24,81,7.236116323,1,,
238,107,214,25,86,7.489811447,1,,
243,120,221,24,84,7.378904673,1,,
231,141,247,24,81,7.236116323,1,,
227,128,243,24,87,7.317308713,1,,
223,114,204,24,82,7.463329326,1,,
247,121,245,26,82,7.30474137,1,,
246,103,213,24,86,7.452995982,1,,
243,120,221,24,84,7.378904673,1,,
223,114,204,24,82,7.463329326,1,,
246,103,213,24,86,7.452995982,1,,
244,135,229,25,86,7.400592658,1,,
244,135,229,25,86,7.400592658,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
212,128,230,24,86,7.419631903,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
211,118,245,24,85,7.496263542,1,,
211,118,245,24,85,7.496263542,1,,
210,125,247,24,81,7.460234081,1,,
214,107,240,24,80,7.401117981,1,,
217,102,242,24,87,7.370560935,1,,
224,139,245,24,89,7.344402247,1,,
241,127,237,24,81,7.341595659,1,,
214,107,240,24,80,7.401117981,1,,
235,106,246,25,87,7.440540524,1,,
210,125,247,24,81,7.460234081,1,,
214,107,240,24,80,7.401117981,1,,
210,125,247,24,81,7.460234081,1,,
214,107,240,24,80,7.401117981,1,,
235,106,246,25,87,7.440540524,1,,
214,107,240,24,80,7.401117981,1,,
214,107,240,24,80,7.401117981,1,,
227,134,238,25,80,7.322563615,1,,
241,127,237,24,81,7.341595659,1,,
249,116,245,26,85,7.341189361,1,,
243,116,226,24,85,7.443466538,1,,
227,134,238,25,80,7.322563615,1,,
249,125,234,26,84,7.434740223,1,,
219,126,228,24,81,7.304908187,1,,
236,146,222,24,87,7.425134676,1,,
240,101,229,24,80,7.339380574,1,,
224,100,216,24,80,7.439646176,1,,
249,125,234,26,84,7.434740223,1,,
244,145,248,24,81,7.365171121,1,,
249,125,234,26,84,7.434740223,1,,
219,126,228,24,81,7.304908187,1,,
244,145,248,24,81,7.365171121,1,,
240,101,229,24,80,7.339380574,1,,
244,145,248,24,81,7.365171121,1,,
236,146,222,24,87,7.425134676,1,,
246,103,213,24,86,7.452995982,1,,
243,120,221,24,84,7.378904673,1,,
231,141,247,24,81,7.236116323,1,,
231,141,247,24,81,7.236116323,1,,
239,121,239,24,82,7.365605544,1,,
247,101,219,25,85,7.456265003,1,,
238,107,214,25,86,7.489811447,1,,
231,141,247,24,81,7.236116323,1,,
239,121,239,24,82,7.365605544,1,,
239,121,239,24,82,7.365605544,1,,
243,120,221,24,84,7.378904673,1,,
227,128,243,24,87,7.317308713,1,,
231,141,247,24,81,7.236116323,1,,
247,101,219,25,85,7.456265003,1,,
247,101,219,25,85,7.456265003,1,,
223,114,204,24,82,7.463329326,1,,
223,114,204,24,82,7.463329326,1,,
243,120,221,24,84,7.378904673,1,,
219,100,235,24,88,7.271978121,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
231,115,222,24,85,7.301047401,1,,
244,135,229,25,86,7.400592658,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
217,102,242,24,87,7.370560935,1,,
241,127,237,24,81,7.341595659,1,,
214,107,240,24,80,7.401117981,1,,
235,106,246,25,87,7.440540524,1,,
214,107,240,24,80,7.401117981,1,,
210,125,247,24,81,7.460234081,1,,
235,106,246,25,87,7.440540524,1,,
217,102,242,24,87,7.370560935,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
224,139,245,24,89,7.344402247,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
235,106,246,25,87,7.440540524,1,,
224,139,245,24,89,7.344402247,1,,
249,116,245,26,85,7.341189361,1,,
214,107,240,24,80,7.401117981,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
236,146,222,24,87,7.425134676,1,,
249,125,234,26,84,7.434740223,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
224,100,216,24,80,7.439646176,1,,
240,101,229,24,80,7.339380574,1,,
244,145,248,24,81,7.365171121,1,,
249,125,234,26,84,7.434740223,1,,
249,125,234,26,84,7.434740223,1,,
223,114,204,24,82,7.463329326,1,,
239,121,239,24,82,7.365605544,1,,
247,121,245,26,82,7.30474137,1,,
241,100,217,24,80,7.284899285,1,,
247,101,219,25,85,7.456265003,1,,
227,128,243,24,87,7.317308713,1,,
246,103,213,24,86,7.452995982,1,,
223,114,204,24,82,7.463329326,1,,
247,121,245,26,82,7.30474137,1,,
223,114,204,24,82,7.463329326,1,,
238,107,214,25,86,7.489811447,1,,
243,120,221,24,84,7.378904673,1,,
239,121,239,24,82,7.365605544,1,,
241,100,217,24,80,7.284899285,1,,
247,101,219,25,85,7.456265003,1,,
247,101,219,25,85,7.456265003,1,,
243,120,221,24,84,7.378904673,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
211,118,245,24,85,7.496263542,1,,
236,131,246,24,87,7.322983295,1,,
236,131,246,24,87,7.322983295,1,,
243,116,226,24,85,7.443466538,1,,
214,107,240,24,80,7.401117981,1,,
217,102,242,24,87,7.370560935,1,,
224,139,245,24,89,7.344402247,1,,
235,106,246,25,87,7.440540524,1,,
241,127,237,24,81,7.341595659,1,,
210,125,247,24,81,7.460234081,1,,
243,116,226,24,85,7.443466538,1,,
243,116,226,24,85,7.443466538,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
210,125,247,24,81,7.460234081,1,,
217,102,242,24,87,7.370560935,1,,
214,107,240,24,80,7.401117981,1,,
249,125,234,26,84,7.434740223,1,,
240,101,229,24,80,7.339380574,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
240,101,229,24,80,7.339380574,1,,
244,145,248,24,81,7.365171121,1,,
224,100,216,24,80,7.439646176,1,,
236,146,222,24,87,7.425134676,1,,
249,125,234,26,84,7.434740223,1,,
244,145,248,24,81,7.365171121,1,,
236,146,222,24,87,7.425134676,1,,
244,145,248,24,81,7.365171121,1,,
240,101,229,24,80,7.339380574,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
246,103,213,24,86,7.452995982,1,,
239,121,239,24,82,7.365605544,1,,
239,121,239,24,82,7.365605544,1,,
223,114,204,24,82,7.463329326,1,,
241,100,217,24,80,7.284899285,1,,
246,103,213,24,86,7.452995982,1,,
239,121,239,24,82,7.365605544,1,,
243,120,221,24,84,7.378904673,1,,
227,128,243,24,87,7.317308713,1,,
239,121,239,24,82,7.365605544,1,,
231,141,247,24,81,7.236116323,1,,
227,128,243,24,87,7.317308713,1,,
241,100,217,24,80,7.284899285,1,,
247,101,219,25,85,7.456265003,1,,
231,141,247,24,81,7.236116323,1,,
243,120,221,24,84,7.378904673,1,,
243,120,221,24,84,7.378904673,1,,
223,114,204,24,82,7.463329326,1,,
231,115,222,24,85,7.301047401,1,,
244,135,229,25,86,7.400592658,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
244,135,229,25,86,7.400592658,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
235,106,246,25,87,7.440540524,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
249,116,245,26,85,7.341189361,1,,
210,125,247,24,81,7.460234081,1,,
224,139,245,24,89,7.344402247,1,,
235,106,246,25,87,7.440540524,1,,
214,107,240,24,80,7.401117981,1,,
214,107,240,24,80,7.401117981,1,,
243,116,226,24,85,7.443466538,1,,
235,106,246,25,87,7.440540524,1,,
227,134,238,25,80,7.322563615,1,,
224,100,216,24,80,7.439646176,1,,
236,146,222,24,87,7.425134676,1,,
244,145,248,24,81,7.365171121,1,,
240,101,229,24,80,7.339380574,1,,
236,146,222,24,87,7.425134676,1,,
236,146,222,24,87,7.425134676,1,,
224,100,216,24,80,7.439646176,1,,
249,125,234,26,84,7.434740223,1,,
249,125,234,26,84,7.434740223,1,,
224,100,216,24,80,7.439646176,1,,
224,100,216,24,80,7.439646176,1,,
244,145,248,24,81,7.365171121,1,,
240,101,229,24,80,7.339380574,1,,
236,146,222,24,87,7.425134676,1,,
224,100,216,24,80,7.439646176,1,,
239,121,239,24,82,7.365605544,1,,
239,121,239,24,82,7.365605544,1,,
239,121,239,24,82,7.365605544,1,,
247,101,219,25,85,7.456265003,1,,
231,141,247,24,81,7.236116323,1,,
247,101,219,25,85,7.456265003,1,,
239,121,239,24,82,7.365605544,1,,
239,121,239,24,82,7.365605544,1,,
246,103,213,24,86,7.452995982,1,,
231,141,247,24,81,7.236116323,1,,
243,120,221,24,84,7.378904673,1,,
247,101,219,25,85,7.456265003,1,,
246,103,213,24,86,7.452995982,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
231,115,222,24,85,7.301047401,1,,
244,135,229,25,86,7.400592658,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
236,131,246,24,87,7.322983295,1,,
236,131,246,24,87,7.322983295,1,,
214,107,240,24,80,7.401117981,1,,
210,125,247,24,81,7.460234081,1,,
243,116,226,24,85,7.443466538,1,,
227,134,238,25,80,7.322563615,1,,
210,125,247,24,81,7.460234081,1,,
243,116,226,24,85,7.443466538,1,,
243,116,226,24,85,7.443466538,1,,
243,116,226,24,85,7.443466538,1,,
214,107,240,24,80,7.401117981,1,,
243,116,226,24,85,7.443466538,1,,
243,116,226,24,85,7.443466538,1,,
224,139,245,24,89,7.344402247,1,,
243,116,226,24,85,7.443466538,1,,
224,139,245,24,89,7.344402247,1,,
240,101,229,24,80,7.339380574,1,,
236,146,222,24,87,7.425134676,1,,
249,125,234,26,84,7.434740223,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
219,126,228,24,81,7.304908187,1,,
224,100,216,24,80,7.439646176,1,,
240,101,229,24,80,7.339380574,1,,
219,126,228,24,81,7.304908187,1,,
236,146,222,24,87,7.425134676,1,,
249,125,234,26,84,7.434740223,1,,
249,125,234,26,84,7.434740223,1,,
236,146,222,24,87,7.425134676,1,,
236,146,222,24,87,7.425134676,1,,
249,125,234,26,84,7.434740223,1,,
240,101,229,24,80,7.339380574,1,,
239,121,239,24,82,7.365605544,1,,
223,114,204,24,82,7.463329326,1,,
247,101,219,25,85,7.456265003,1,,
243,120,221,24,84,7.378904673,1,,
243,120,221,24,84,7.378904673,1,,
243,120,221,24,84,7.378904673,1,,
243,120,221,24,84,7.378904673,1,,
247,101,219,25,85,7.456265003,1,,
243,120,221,24,84,7.378904673,1,,
231,141,247,24,81,7.236116323,1,,
243,120,221,24,84,7.378904673,1,,
246,103,213,24,86,7.452995982,1,,
227,128,243,24,87,7.317308713,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
244,135,229,25,86,7.400592658,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
214,107,240,24,80,7.401117981,1,,
243,116,226,24,85,7.443466538,1,,
243,116,226,24,85,7.443466538,1,,
235,106,246,25,87,7.440540524,1,,
214,107,240,24,80,7.401117981,1,,
210,125,247,24,81,7.460234081,1,,
214,107,240,24,80,7.401117981,1,,
243,116,226,24,85,7.443466538,1,,
243,116,226,24,85,7.443466538,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
227,134,238,25,80,7.322563615,1,,
210,125,247,24,81,7.460234081,1,,
224,139,245,24,89,7.344402247,1,,
210,125,247,24,81,7.460234081,1,,
244,145,248,24,81,7.365171121,1,,
249,125,234,26,84,7.434740223,1,,
224,100,216,24,80,7.439646176,1,,
249,125,234,26,84,7.434740223,1,,
224,100,216,24,80,7.439646176,1,,
249,125,234,26,84,7.434740223,1,,
240,101,229,24,80,7.339380574,1,,
249,125,234,26,84,7.434740223,1,,
244,145,248,24,81,7.365171121,1,,
224,100,216,24,80,7.439646176,1,,
224,100,216,24,80,7.439646176,1,,
224,100,216,24,80,7.439646176,1,,
249,125,234,26,84,7.434740223,1,,
219,126,228,24,81,7.304908187,1,,
224,100,216,24,80,7.439646176,1,,
231,141,247,24,81,7.236116323,1,,
247,101,219,25,85,7.456265003,1,,
243,120,221,24,84,7.378904673,1,,
239,121,239,24,82,7.365605544,1,,
247,121,245,26,82,7.30474137,1,,
231,141,247,24,81,7.236116323,1,,
231,141,247,24,81,7.236116323,1,,
231,141,247,24,81,7.236116323,1,,
243,120,221,24,84,7.378904673,1,,
247,121,245,26,82,7.30474137,1,,
247,101,219,25,85,7.456265003,1,,
239,121,239,24,82,7.365605544,1,,
227,128,243,24,87,7.317308713,1,,
239,121,239,24,82,7.365605544,1,,
247,101,219,25,85,7.456265003,1,,
246,103,213,24,86,7.452995982,1,,
227,128,243,24,87,7.317308713,1,,
239,121,239,24,82,7.365605544,1,,
246,103,213,24,86,7.452995982,1,,
219,100,235,24,88,7.271978121,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
211,118,245,24,85,7.496263542,1,,
211,118,245,24,85,7.496263542,1,,
214,107,240,24,80,7.401117981,1,,
243,116,226,24,85,7.443466538,1,,
227,134,238,25,80,7.322563615,1,,
224,139,245,24,89,7.344402247,1,,
235,106,246,25,87,7.440540524,1,,
217,102,242,24,87,7.370560935,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
214,107,240,24,80,7.401117981,1,,
241,127,237,24,81,7.341595659,1,,
210,125,247,24,81,7.460234081,1,,
217,102,242,24,87,7.370560935,1,,
235,106,246,25,87,7.440540524,1,,
214,107,240,24,80,7.401117981,1,,
236,146,222,24,87,7.425134676,1,,
244,145,248,24,81,7.365171121,1,,
240,101,229,24,80,7.339380574,1,,
219,126,228,24,81,7.304908187,1,,
249,125,234,26,84,7.434740223,1,,
240,101,229,24,80,7.339380574,1,,
219,126,228,24,81,7.304908187,1,,
249,125,234,26,84,7.434740223,1,,
249,125,234,26,84,7.434740223,1,,
236,146,222,24,87,7.425134676,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
249,125,234,26,84,7.434740223,1,,
244,145,248,24,81,7.365171121,1,,
244,145,248,24,81,7.365171121,1,,
243,120,221,24,84,7.378904673,1,,
247,101,219,25,85,7.456265003,1,,
231,141,247,24,81,7.236116323,1,,
227,128,243,24,87,7.317308713,1,,
246,103,213,24,86,7.452995982,1,,
227,128,243,24,87,7.317308713,1,,
246,103,213,24,86,7.452995982,1,,
247,101,219,25,85,7.456265003,1,,
247,101,219,25,85,7.456265003,1,,
247,101,219,25,85,7.456265003,1,,
243,120,221,24,84,7.378904673,1,,
243,120,221,24,84,7.378904673,1,,
243,120,221,24,84,7.378904673,1,,
246,103,213,24,86,7.452995982,1,,
243,120,221,24,84,7.378904673,1,,
243,120,221,24,84,7.378904673,1,,
243,120,221,24,84,7.378904673,1,,
244,135,229,25,86,7.400592658,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
231,115,222,24,85,7.301047401,1,,
231,115,222,24,85,7.301047401,1,,
244,135,229,25,86,7.400592658,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
248,119,222,24,88,7.422795735,1,,
211,118,245,24,85,7.496263542,1,,
236,131,246,24,87,7.322983295,1,,
243,116,226,24,85,7.443466538,1,,
243,116,226,24,85,7.443466538,1,,
241,127,237,24,81,7.341595659,1,,
214,107,240,24,80,7.401117981,1,,
227,134,238,25,80,7.322563615,1,,
235,106,246,25,87,7.440540524,1,,
214,107,240,24,80,7.401117981,1,,
217,102,242,24,87,7.370560935,1,,
214,107,240,24,80,7.401117981,1,,
214,107,240,24,80,7.401117981,1,,
227,134,238,25,80,7.322563615,1,,
241,127,237,24,81,7.341595659,1,,
243,116,226,24,85,7.443466538,1,,
210,125,247,24,81,7.460234081,1,,
241,127,237,24,81,7.341595659,1,,
235,106,246,25,87,7.440540524,1,,
235,106,246,25,87,7.440540524,1,,
214,107,240,24,80,7.401117981,1,,
235,106,246,25,87,7.440540524,1,,
243,116,226,24,85,7.443466538,1,,
214,107,240,24,80,7.401117981,1,,
244,145,248,24,81,7.365171121,1,,
236,146,222,24,87,7.425134676,1,,
244,145,248,24,81,7.365171121,1,,
240,101,229,24,80,7.339380574,1,,
236,146,222,24,87,7.425134676,1,,
240,101,229,24,80,7.339380574,1,,
224,100,216,24,80,7.439646176,1,,
244,145,248,24,81,7.365171121,1,,
249,125,234,26,84,7.434740223,1,,
224,100,216,24,80,7.439646176,1,,
241,100,217,24,80,7.284899285,1,,
239,121,239,24,82,7.365605544,1,,
243,120,221,24,84,7.378904673,1,,
247,101,219,25,85,7.456265003,1,,
231,141,247,24,81,7.236116323,1,,
231,141,247,24,81,7.236116323,1,,
231,141,247,24,81,7.236116323,1,,
239,121,239,24,82,7.365605544,1,,
223,114,204,24,82,7.463329326,1,,
247,121,245,26,82,7.30474137,1,,
246,103,213,24,86,7.452995982,1,,
241,100,217,24,80,7.284899285,1,,
243,120,221,24,84,7.378904673,1,,
239,121,239,24,82,7.365605544,1,,
243,120,221,24,84,7.378904673,1,,
246,103,213,24,86,7.452995982,1,,
231,141,247,24,81,7.236116323,1,,
231,141,247,24,81,7.236116323,1,,
241,100,217,24,80,7.284899285,1,,
243,120,221,24,84,7.378904673,1,,
239,121,239,24,82,7.365605544,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
219,100,235,24,88,7.271978121,1,,
244,135,229,25,86,7.400592658,1,,
219,100,235,24,88,7.271978121,1,,
248,119,222,24,88,7.422795735,1,,
212,128,230,24,86,7.419631903,1,,
248,119,222,24,88,7.422795735,1,,
211,118,245,24,85,7.496263542,1,,
211,118,245,24,85,7.496263542,1,,
236,131,246,24,87,7.322983295,1,,
243,116,226,24,85,7.443466538,1,,
227,134,238,25,80,7.322563615,1,,
214,107,240,24,80,7.401117981,1,,
235,106,246,25,87,7.440540524,1,,
214,107,240,24,80,7.401117981,1,,
235,106,246,25,87,7.440540524,1,,
214,107,240,24,80,7.401117981,1,,
210,125,247,24,81,7.460234081,1,,
214,107,240,24,80,7.401117981,1,,
214,107,240,24,80,7.401117981,1,,
